biologicalSystem	effect	efoId	ensemblId	pmid	ref	symptom	target	uberonCode	url
gallbladder	activation_acute	HP_0002018	ENSG00000163394	28216264	Lynch et al. (2017)	nausea	CCKAR	UBERON_0002110	""
nervous system	activation_acute	GO_0120061	ENSG00000163394	28216264	Lynch et al. (2017)	decreased gastric emptying	CCKAR	UBERON_0001016	""
gastrointestinal	activation_acute	HP_0100738	ENSG00000163394	28216264	Lynch et al. (2017)	decreased eating	CCKAR	UBERON_0005409	""
gallbladder	activation_acute	HP_0002027	ENSG00000163394	28216264	Lynch et al. (2017)	abdominal pain hypersenstivity	CCKAR	UBERON_0002110	""
gallbladder	activation_acute	EFO_0009669	ENSG00000163394	28216264	Lynch et al. (2017)	gas	CCKAR	UBERON_0002110	""
nervous system	activation_acute	HP_0005609	ENSG00000163394	28216264	Lynch et al. (2017)	gallbladder contraction	CCKAR	UBERON_0001016	""
gallbladder	activation_acute	HP_0030897	ENSG00000163394	28216264	Lynch et al. (2017)	decreased gastrointestinal transit	CCKAR	UBERON_0002110	""
nervous system	activation_acute	HP_0003270	ENSG00000163394	28216264	Lynch et al. (2017)	bloating	CCKAR	UBERON_0001016	""
gastrointestinal	activation_acute	EFO_0009669	ENSG00000163394	28216264	Lynch et al. (2017)	gas	CCKAR	UBERON_0005409	""
nervous system	activation_acute	GO_0040013	ENSG00000163394	28216264	Lynch et al. (2017)	decreased locomotor activity	CCKAR	UBERON_0001016	""
gallbladder	activation_acute	HP_0005609	ENSG00000163394	28216264	Lynch et al. (2017)	gallbladder contraction	CCKAR	UBERON_0002110	""
cardiovascular system	activation_general	HP_0001685	ENSG00000166148	""	Urban et al. (2012)	myocardial fibrosis	AVPR1A	UBERON_0004535	https://doi.org/10.1002/9781118098141.ch2
cardiovascular system	activation_general	EFO_0002503	ENSG00000166148	""	Urban et al. (2012)	hypertrophy	AVPR1A	UBERON_0004535	https://doi.org/10.1002/9781118098141.ch2
cardiovascular system	activation_general	""	ENSG00000166148	""	Urban et al. (2012)	vasoconstriction	AVPR1A	UBERON_0004535	https://doi.org/10.1002/9781118098141.ch2
cardiovascular system	activation_general	EFO_0003144	ENSG00000166148	""	Urban et al. (2012)	heart failure	AVPR1A	UBERON_0004535	https://doi.org/10.1002/9781118098141.ch2
immune	activation_acute	HP_0030897	ENSG00000114812	28216264	Lynch et al. (2017)	decreased gastrointestinal transit	VIPR1	UBERON_0002405	""
immune	inhibition_acute	GO_0006954	ENSG00000114812	28216264	Lynch et al. (2017)	inflammation	VIPR1	UBERON_0002405	""
immune	inhibition_acute	HP_0410204	ENSG00000114812	28216264	Lynch et al. (2017)	increased gastrointestinal transit	VIPR1	UBERON_0002405	""
immune	activation_acute	GO_0050777	ENSG00000114812	28216264	Lynch et al. (2017)	immunosuppression	VIPR1	UBERON_0002405	""
gastrointestinal	activation_acute	HP_0030897	ENSG00000114812	28216264	Lynch et al. (2017)	decreased gastrointestinal transit	VIPR1	UBERON_0005409	""
gastrointestinal	inhibition_acute	GO_0006954	ENSG00000114812	28216264	Lynch et al. (2017)	inflammation	VIPR1	UBERON_0005409	""
gastrointestinal	inhibition_acute	HP_0410204	ENSG00000114812	28216264	Lynch et al. (2017)	increased gastrointestinal transit	VIPR1	UBERON_0005409	""
gastrointestinal	activation_acute	GO_0050728	ENSG00000114812	28216264	Lynch et al. (2017)	decreased inflammation	VIPR1	UBERON_0005409	""
immune	activation_acute	GO_0050728	ENSG00000114812	28216264	Lynch et al. (2017)	decreased inflammation	VIPR1	UBERON_0002405	""
gastrointestinal	activation_acute	GO_0050777	ENSG00000114812	28216264	Lynch et al. (2017)	immunosuppression	VIPR1	UBERON_0005409	""
renal	activation_acute	HP_0032263	ENSG00000144891	28216264	Lynch et al. (2017)	increased blood pressure	AGTR1	UBERON_0001008	""
renal	inhibition_acute	EFO_0005251	ENSG00000144891	28216264	Lynch et al. (2017)	decreased blood pressure	AGTR1	UBERON_0001008	""
renal	inhibition_developmental toxicity	EFO_0000480	ENSG00000144891	28216264	Lynch et al. (2017)	death	AGTR1	UBERON_0001008	""
renal	inhibition_developmental toxicity	EFO_0007401	ENSG00000144891	28216264	Lynch et al. (2017)	oligoamnios	AGTR1	UBERON_0001008	""
renal	inhibition_developmental toxicity	EFO_1002048	ENSG00000144891	28216264	Lynch et al. (2017)	renal failure	AGTR1	UBERON_0001008	""
renal	inhibition_developmental toxicity	EFO_0005251	ENSG00000144891	28216264	Lynch et al. (2017)	decreased blood pressure	AGTR1	UBERON_0001008	""
renal	inhibition_developmental toxicity	HP_0002089	ENSG00000144891	28216264	Lynch et al. (2017)	pulmonary hypoplasia	AGTR1	UBERON_0001008	""
renal	inhibition_developmental toxicity	EFO_1000644	ENSG00000144891	28216264	Lynch et al. (2017)	respiratory distress syndrome	AGTR1	UBERON_0001008	""
renal	inhibition_developmental toxicity	HP_0001643	ENSG00000144891	28216264	Lynch et al. (2017)	persistent patent ductus arteriosus	AGTR1	UBERON_0001008	""
renal	inhibition_developmental toxicity	HP_0010539	ENSG00000144891	28216264	Lynch et al. (2017)	hypocalvaria	AGTR1	UBERON_0001008	""
renal	inhibition_developmental toxicity	MONDO_0019054	ENSG00000144891	28216264	Lynch et al. (2017)	limb defects	AGTR1	UBERON_0001008	""
renal	inhibition_developmental toxicity	EFO_0000495	ENSG00000144891	28216264	Lynch et al. (2017)	intrauterine growth retardation	AGTR1	UBERON_0001008	""
renal	inhibition_developmental toxicity	MONDO_0016054	ENSG00000144891	28216264	Lynch et al. (2017)	cerebral complications	AGTR1	UBERON_0001008	""
renal	inhibition_acute	GO_1904057	ENSG00000144891	28216264	Lynch et al. (2017)	decreased pain	AGTR1	UBERON_0001008	""
renal	inhibition_acute	HP_0012590	ENSG00000144891	28216264	Lynch et al. (2017)	increased/decreased urine excretion	AGTR1	UBERON_0001008	""
renal	inhibition_acute	GO_0035813	ENSG00000144891	28216264	Lynch et al. (2017)	increased/decreased urinary sodium excretion	AGTR1	UBERON_0001008	""
cardiovascular	activation_acute	GO_1904058	ENSG00000144891	28216264	Lynch et al. (2017)	increased pain	AGTR1	UBERON_0004535	""
cardiovascular	inhibition_acute	EFO_0005251	ENSG00000144891	28216264	Lynch et al. (2017)	decreased blood pressure	AGTR1	UBERON_0004535	""
cardiovascular	inhibition_developmental toxicity	EFO_0000480	ENSG00000144891	28216264	Lynch et al. (2017)	death	AGTR1	UBERON_0004535	""
cardiovascular	inhibition_developmental toxicity	EFO_0007401	ENSG00000144891	28216264	Lynch et al. (2017)	oligoamnios	AGTR1	UBERON_0004535	""
cardiovascular	inhibition_developmental toxicity	EFO_1002048	ENSG00000144891	28216264	Lynch et al. (2017)	renal failure	AGTR1	UBERON_0004535	""
cardiovascular	inhibition_developmental toxicity	EFO_0005251	ENSG00000144891	28216264	Lynch et al. (2017)	decreased blood pressure	AGTR1	UBERON_0004535	""
cardiovascular	inhibition_developmental toxicity	HP_0002089	ENSG00000144891	28216264	Lynch et al. (2017)	pulmonary hypoplasia	AGTR1	UBERON_0004535	""
cardiovascular	inhibition_developmental toxicity	EFO_1000644	ENSG00000144891	28216264	Lynch et al. (2017)	respiratory distress syndrome	AGTR1	UBERON_0004535	""
cardiovascular	inhibition_developmental toxicity	HP_0001643	ENSG00000144891	28216264	Lynch et al. (2017)	persistent patent ductus arteriosus	AGTR1	UBERON_0004535	""
cardiovascular	inhibition_developmental toxicity	HP_0010539	ENSG00000144891	28216264	Lynch et al. (2017)	hypocalvaria	AGTR1	UBERON_0004535	""
cardiovascular	inhibition_developmental toxicity	MONDO_0019054	ENSG00000144891	28216264	Lynch et al. (2017)	limb defects	AGTR1	UBERON_0004535	""
cardiovascular	inhibition_developmental toxicity	EFO_0000495	ENSG00000144891	28216264	Lynch et al. (2017)	intrauterine growth retardation	AGTR1	UBERON_0004535	""
cardiovascular	inhibition_developmental toxicity	MONDO_0016054	ENSG00000144891	28216264	Lynch et al. (2017)	cerebral complications	AGTR1	UBERON_0004535	""
cardiovascular	inhibition_acute	GO_1904057	ENSG00000144891	28216264	Lynch et al. (2017)	decreased pain	AGTR1	UBERON_0004535	""
cardiovascular	inhibition_acute	HP_0012590	ENSG00000144891	28216264	Lynch et al. (2017)	increased/decreased urine excretion	AGTR1	UBERON_0004535	""
cardiovascular	inhibition_acute	GO_0035813	ENSG00000144891	28216264	Lynch et al. (2017)	increased/decreased urinary sodium excretion	AGTR1	UBERON_0004535	""
renal	activation_acute	GO_1904058	ENSG00000144891	28216264	Lynch et al. (2017)	increased pain	AGTR1	UBERON_0001008	""
cardiovascular	activation_acute	GO_0035814	ENSG00000144891	28216264	Lynch et al. (2017)	decreased urinary sodium excretion	AGTR1	UBERON_0004535	""
renal	activation_acute	GO_0035814	ENSG00000144891	28216264	Lynch et al. (2017)	decreased urinary sodium excretion	AGTR1	UBERON_0001008	""
cardiovascular	activation_acute	HP_0032263	ENSG00000144891	28216264	Lynch et al. (2017)	increased blood pressure	AGTR1	UBERON_0004535	""
cardiovascular	activation_acute	GO_1904057	ENSG00000135312	28216264	Lynch et al. (2017)	decreased pain	HTR1B	UBERON_0004535	""
cardiovascular	inhibition_acute	EFO_0003015	ENSG00000135312	28216264	Lynch et al. (2017)	increased aggression	HTR1B	UBERON_0004535	""
cardiovascular	inhibition_acute	EFO_0009874	ENSG00000135312	28216264	Lynch et al. (2017)	decreased anxiety	HTR1B	UBERON_0004535	""
cardiovascular	inhibition_acute	EFO_0004874	ENSG00000135312	28216264	Lynch et al. (2017)	increased memory	HTR1B	UBERON_0004535	""
nervous system	activation_acute	EFO_0001072	ENSG00000135312	28216264	Lynch et al. (2017)	decreased memory	HTR1B	UBERON_0001016	""
nervous system	inhibition_acute	EFO_0003015	ENSG00000135312	28216264	Lynch et al. (2017)	increased aggression	HTR1B	UBERON_0001016	""
nervous system	inhibition_acute	EFO_0009874	ENSG00000135312	28216264	Lynch et al. (2017)	decreased anxiety	HTR1B	UBERON_0001016	""
nervous system	inhibition_acute	EFO_0004874	ENSG00000135312	28216264	Lynch et al. (2017)	increased memory	HTR1B	UBERON_0001016	""
cardiovascular	activation_acute	EFO_0003015	ENSG00000135312	28216264	Lynch et al. (2017)	decreased aggression	HTR1B	UBERON_0004535	""
cardiovascular	activation_acute	HP_0032263	ENSG00000135312	28216264	Lynch et al. (2017)	increased blood pressure	HTR1B	UBERON_0004535	""
nervous system	activation_acute	HP_0100738	ENSG00000135312	28216264	Lynch et al. (2017)	decreased eating	HTR1B	UBERON_0001016	""
nervous system	activation_acute	EFO_0009874	ENSG00000135312	28216264	Lynch et al. (2017)	decreased anxiety	HTR1B	UBERON_0001016	""
nervous system	activation_acute	HP_0032263	ENSG00000135312	28216264	Lynch et al. (2017)	increased blood pressure	HTR1B	UBERON_0001016	""
cardiovascular	activation_acute	EFO_0001072	ENSG00000135312	28216264	Lynch et al. (2017)	decreased memory	HTR1B	UBERON_0004535	""
cardiovascular	activation_acute	HP_0100738	ENSG00000135312	28216264	Lynch et al. (2017)	decreased eating	HTR1B	UBERON_0004535	""
cardiovascular	activation_acute	HP_0002045	ENSG00000135312	28216264	Lynch et al. (2017)	decreased body temperature	HTR1B	UBERON_0004535	""
nervous system	activation_acute	GO_1904057	ENSG00000135312	28216264	Lynch et al. (2017)	decreased pain	HTR1B	UBERON_0001016	""
nervous system	activation_acute	HP_0002045	ENSG00000135312	28216264	Lynch et al. (2017)	decreased body temperature	HTR1B	UBERON_0001016	""
cardiovascular	activation_acute	EFO_0009874	ENSG00000135312	28216264	Lynch et al. (2017)	decreased anxiety	HTR1B	UBERON_0004535	""
nervous system	activation_acute	EFO_0003015	ENSG00000135312	28216264	Lynch et al. (2017)	decreased aggression	HTR1B	UBERON_0001016	""
immune	activation_general	GO_0050777	ENSG00000113580	23197038	Bowes et al. (2012)	immunosuppression	NR3C1	UBERON_0002405	""
immune	inhibition_general	HP_0001943	ENSG00000113580	23197038	Bowes et al. (2012)	hypoglycaemia	NR3C1	UBERON_0002405	""
immune	activation_general	HP_0003074	ENSG00000113580	23197038	Bowes et al. (2012)	hyperglycaemia	NR3C1	UBERON_0002405	""
immune	activation_general	EFO_0002614	ENSG00000113580	23197038	Bowes et al. (2012)	insulin resistance	NR3C1	UBERON_0002405	""
immune	activation_general	EFO_0009851	ENSG00000113580	23197038	Bowes et al. (2012)	muscle wasting	NR3C1	UBERON_0002405	""
immune	activation_general	EFO_0004566	ENSG00000113580	23197038	Bowes et al. (2012)	increased body weight	NR3C1	UBERON_0002405	""
immune	activation_general	EFO_0003882	ENSG00000113580	23197038	Bowes et al. (2012)	osteoporosis	NR3C1	UBERON_0002405	""
immune	activation_general	EFO_0000516	ENSG00000113580	23197038	Bowes et al. (2012)	glaucoma	NR3C1	UBERON_0002405	""
immune	activation_general	HP_0032263	ENSG00000113580	23197038	Bowes et al. (2012)	increased blood pressure	NR3C1	UBERON_0002405	""
immune	activation_general	HP_0002900	ENSG00000113580	23197038	Bowes et al. (2012)	decreased plasma potassium	NR3C1	UBERON_0002405	""
immune	activation_general	EFO_0004269	ENSG00000113580	23197038	Bowes et al. (2012)	cardiac arrhythmia	NR3C1	UBERON_0002405	""
endocrine	activation_general	GO_0050777	ENSG00000113580	23197038	Bowes et al. (2012)	immunosuppression	NR3C1	UBERON_0000949	""
endocrine	inhibition_general	HP_0001943	ENSG00000113580	23197038	Bowes et al. (2012)	hypoglycaemia	NR3C1	UBERON_0000949	""
endocrine	activation_general	HP_0003074	ENSG00000113580	23197038	Bowes et al. (2012)	hyperglycaemia	NR3C1	UBERON_0000949	""
endocrine	activation_general	EFO_0002614	ENSG00000113580	23197038	Bowes et al. (2012)	insulin resistance	NR3C1	UBERON_0000949	""
endocrine	activation_general	EFO_0009851	ENSG00000113580	23197038	Bowes et al. (2012)	muscle wasting	NR3C1	UBERON_0000949	""
endocrine	activation_general	EFO_0004566	ENSG00000113580	23197038	Bowes et al. (2012)	increased body weight	NR3C1	UBERON_0000949	""
endocrine	activation_general	EFO_0003882	ENSG00000113580	23197038	Bowes et al. (2012)	osteoporosis	NR3C1	UBERON_0000949	""
endocrine	activation_general	EFO_0000516	ENSG00000113580	23197038	Bowes et al. (2012)	glaucoma	NR3C1	UBERON_0000949	""
endocrine	activation_general	HP_0032263	ENSG00000113580	23197038	Bowes et al. (2012)	increased blood pressure	NR3C1	UBERON_0000949	""
endocrine	activation_general	HP_0002900	ENSG00000113580	23197038	Bowes et al. (2012)	decreased plasma potassium	NR3C1	UBERON_0000949	""
endocrine	activation_general	EFO_0004269	ENSG00000113580	23197038	Bowes et al. (2012)	cardiac arrhythmia	NR3C1	UBERON_0000949	""
central nervous system	inhibition_general	EFO_0003890	ENSG00000142319	23197038	Bowes et al. (2012)	addictive psychostimulation	SLC6A3	UBERON_0001017	""
central nervous system	inhibition_general	MONDO_0002050	ENSG00000142319	23197038	Bowes et al. (2012)	depression	SLC6A3	UBERON_0001017	""
central nervous system	inhibition_general	HP_0001300	ENSG00000142319	23197038	Bowes et al. (2012)	parkinsonism	SLC6A3	UBERON_0001017	""
central nervous system	inhibition_general	HP_0001250	ENSG00000142319	23197038	Bowes et al. (2012)	seizures	SLC6A3	UBERON_0001017	""
central nervous system	inhibition_general	HP_0001332	ENSG00000142319	23197038	Bowes et al. (2012)	dystonia	SLC6A3	UBERON_0001017	""
central nervous system	inhibition_general	EFO_1000904	ENSG00000142319	23197038	Bowes et al. (2012)	dyskinesia	SLC6A3	UBERON_0001017	""
central nervous system	inhibition_general	EFO_0003894	ENSG00000142319	23197038	Bowes et al. (2012)	acne	SLC6A3	UBERON_0001017	""
cardiovascular	inhibition_acute	GO_0045823	ENSG00000163399	28216264	Lynch et al. (2017)	increased cardiac contractility	ATP1A1	UBERON_0004535	""
cardiovascular	inhibition_acute	HP_0001662	ENSG00000163399	28216264	Lynch et al. (2017)	decreased heart rate	ATP1A1	UBERON_0004535	""
cardiovascular	inhibition_acute	MONDO_0000465	ENSG00000163399	28216264	Lynch et al. (2017)	atrioventricular block	ATP1A1	UBERON_0004535	""
cardiovascular	inhibition_acute	EFO_0004269	ENSG00000163399	28216264	Lynch et al. (2017)	cardiac arrhythmia	ATP1A1	UBERON_0004535	""
cardiovascular	inhibition_acute	EFO_0004287	ENSG00000163399	28216264	Lynch et al. (2017)	ventricular fibrillation	ATP1A1	UBERON_0004535	""
cardiovascular	inhibition_acute	HP_0000103	ENSG00000163399	28216264	Lynch et al. (2017)	increased urine excretion	ATP1A1	UBERON_0004535	""
cardiovascular	inhibition_acute	GO_0035815	ENSG00000163399	28216264	Lynch et al. (2017)	increased urinary sodium excretion	ATP1A1	UBERON_0004535	""
cardiovascular	inhibition_acute	HP_0002017	ENSG00000163399	28216264	Lynch et al. (2017)	vomiting	ATP1A1	UBERON_0004535	""
renal	inhibition_acute	GO_0045823	ENSG00000163399	28216264	Lynch et al. (2017)	increased cardiac contractility	ATP1A1	UBERON_0001008	""
renal	inhibition_acute	HP_0001662	ENSG00000163399	28216264	Lynch et al. (2017)	decreased heart rate	ATP1A1	UBERON_0001008	""
renal	inhibition_acute	MONDO_0000465	ENSG00000163399	28216264	Lynch et al. (2017)	atrioventricular block	ATP1A1	UBERON_0001008	""
renal	inhibition_acute	EFO_0004269	ENSG00000163399	28216264	Lynch et al. (2017)	cardiac arrhythmia	ATP1A1	UBERON_0001008	""
renal	inhibition_acute	EFO_0004287	ENSG00000163399	28216264	Lynch et al. (2017)	ventricular fibrillation	ATP1A1	UBERON_0001008	""
renal	inhibition_acute	HP_0000103	ENSG00000163399	28216264	Lynch et al. (2017)	increased urine excretion	ATP1A1	UBERON_0001008	""
renal	inhibition_acute	GO_0035815	ENSG00000163399	28216264	Lynch et al. (2017)	increased urinary sodium excretion	ATP1A1	UBERON_0001008	""
renal	inhibition_acute	HP_0002017	ENSG00000163399	28216264	Lynch et al. (2017)	vomiting	ATP1A1	UBERON_0001008	""
cardiovascular	activation_acute	EFO_0009853	ENSG00000105464	28216264	Lynch et al. (2017)	convulsions	GRIN2D	UBERON_0004535	""
cardiovascular	inhibition_acute	GO_1904057	ENSG00000105464	28216264	Lynch et al. (2017)	decreased pain	GRIN2D	UBERON_0004535	""
cardiovascular	inhibition_chronic	HP_0000735	ENSG00000105464	28216264	Lynch et al. (2017)	impaired social interactions	GRIN2D	UBERON_0004535	""
cardiovascular	inhibition_chronic	HP_0000733	ENSG00000105464	28216264	Lynch et al. (2017)	stereotypy	GRIN2D	UBERON_0004535	""
cardiovascular	inhibition_chronic	EFO_0005407	ENSG00000105464	28216264	Lynch et al. (2017)	psychosis	GRIN2D	UBERON_0004535	""
cardiovascular	inhibition_chronic	HP_0002180	ENSG00000105464	28216264	Lynch et al. (2017)	neurodegeneration	GRIN2D	UBERON_0004535	""
cardiovascular	inhibition_acute	GO_0040017	ENSG00000105464	28216264	Lynch et al. (2017)	increased locomotor activity	GRIN2D	UBERON_0004535	""
cardiovascular	inhibition_acute	MONDO_0000437	ENSG00000105464	28216264	Lynch et al. (2017)	ataxia	GRIN2D	UBERON_0004535	""
cardiovascular	inhibition_acute	EFO_0009847	ENSG00000105464	28216264	Lynch et al. (2017)	dizziness	GRIN2D	UBERON_0004535	""
cardiovascular	inhibition_acute	EFO_0001072	ENSG00000105464	28216264	Lynch et al. (2017)	decreased memory	GRIN2D	UBERON_0004535	""
cardiovascular	inhibition_acute	EFO_0005407	ENSG00000105464	28216264	Lynch et al. (2017)	psychosis	GRIN2D	UBERON_0004535	""
cardiovascular	inhibition_acute	EFO_0009853	ENSG00000105464	28216264	Lynch et al. (2017)	decreased convulsions	GRIN2D	UBERON_0004535	""
cardiovascular	inhibition_acute	EFO_0003890	ENSG00000105464	28216264	Lynch et al. (2017)	drug abuse/dependence	GRIN2D	UBERON_0004535	""
cardiovascular	inhibition_acute	EFO_0005595	ENSG00000105464	28216264	Lynch et al. (2017)	neurotoxicity	GRIN2D	UBERON_0004535	""
cardiovascular	inhibition_acute	HP_0032263	ENSG00000105464	28216264	Lynch et al. (2017)	increased blood pressure	GRIN2D	UBERON_0004535	""
cardiovascular	inhibition_acute	HP_0001649	ENSG00000105464	28216264	Lynch et al. (2017)	increased heart rate	GRIN2D	UBERON_0004535	""
cardiovascular	activation_acute	EFO_0003843	ENSG00000105464	28216264	Lynch et al. (2017)	pain	GRIN2D	UBERON_0004535	""
central nervous system	activation_acute	EFO_0009853	ENSG00000105464	28216264	Lynch et al. (2017)	convulsions	GRIN2D	UBERON_0001017	""
central nervous system	inhibition_acute	GO_1904057	ENSG00000105464	28216264	Lynch et al. (2017)	decreased pain	GRIN2D	UBERON_0001017	""
central nervous system	inhibition_chronic	HP_0000735	ENSG00000105464	28216264	Lynch et al. (2017)	impaired social interactions	GRIN2D	UBERON_0001017	""
central nervous system	inhibition_chronic	HP_0000733	ENSG00000105464	28216264	Lynch et al. (2017)	stereotypy	GRIN2D	UBERON_0001017	""
central nervous system	inhibition_chronic	EFO_0005407	ENSG00000105464	28216264	Lynch et al. (2017)	psychosis	GRIN2D	UBERON_0001017	""
central nervous system	inhibition_chronic	HP_0002180	ENSG00000105464	28216264	Lynch et al. (2017)	neurodegeneration	GRIN2D	UBERON_0001017	""
central nervous system	inhibition_acute	GO_0040017	ENSG00000105464	28216264	Lynch et al. (2017)	increased locomotor activity	GRIN2D	UBERON_0001017	""
central nervous system	inhibition_acute	MONDO_0000437	ENSG00000105464	28216264	Lynch et al. (2017)	ataxia	GRIN2D	UBERON_0001017	""
central nervous system	inhibition_acute	EFO_0009847	ENSG00000105464	28216264	Lynch et al. (2017)	dizziness	GRIN2D	UBERON_0001017	""
central nervous system	inhibition_acute	EFO_0001072	ENSG00000105464	28216264	Lynch et al. (2017)	decreased memory	GRIN2D	UBERON_0001017	""
central nervous system	inhibition_acute	EFO_0005407	ENSG00000105464	28216264	Lynch et al. (2017)	psychosis	GRIN2D	UBERON_0001017	""
central nervous system	inhibition_acute	EFO_0009853	ENSG00000105464	28216264	Lynch et al. (2017)	decreased convulsions	GRIN2D	UBERON_0001017	""
central nervous system	inhibition_acute	EFO_0003890	ENSG00000105464	28216264	Lynch et al. (2017)	drug abuse/dependence	GRIN2D	UBERON_0001017	""
central nervous system	inhibition_acute	EFO_0005595	ENSG00000105464	28216264	Lynch et al. (2017)	neurotoxicity	GRIN2D	UBERON_0001017	""
central nervous system	inhibition_acute	HP_0032263	ENSG00000105464	28216264	Lynch et al. (2017)	increased blood pressure	GRIN2D	UBERON_0001017	""
central nervous system	inhibition_acute	HP_0001649	ENSG00000105464	28216264	Lynch et al. (2017)	increased heart rate	GRIN2D	UBERON_0001017	""
cardiovascular	activation_acute	HP_0031860	ENSG00000105464	28216264	Lynch et al. (2017)	increased then decreased heart rate	GRIN2D	UBERON_0004535	""
central nervous system	activation_acute	EFO_0003843	ENSG00000105464	28216264	Lynch et al. (2017)	pain	GRIN2D	UBERON_0001017	""
central nervous system	activation_acute	HP_0031860	ENSG00000105464	28216264	Lynch et al. (2017)	increased then decreased heart rate	GRIN2D	UBERON_0001017	""
central nervous system	activation_acute	HP_0032263	ENSG00000105464	28216264	Lynch et al. (2017)	increased blood pressure	GRIN2D	UBERON_0001017	""
cardiovascular	activation_acute	HP_0032263	ENSG00000105464	28216264	Lynch et al. (2017)	increased blood pressure	GRIN2D	UBERON_0004535	""
cardiovascular	activation_acute	HP_0002094	ENSG00000149575	28216264	Lynch et al. (2017)	dyspnea	SCN2B	UBERON_0004535	""
cardiovascular	inhibition_acute	GO_1904057	ENSG00000149575	28216264	Lynch et al. (2017)	decreased pain	SCN2B	UBERON_0004535	""
cardiovascular	inhibition_acute	NCIT_C74532	ENSG00000149575	28216264	Lynch et al. (2017)	agitation	SCN2B	UBERON_0004535	""
cardiovascular	inhibition_acute	EFO_1000712	ENSG00000149575	28216264	Lynch et al. (2017)	decreased sweating	SCN2B	UBERON_0004535	""
cardiovascular	inhibition_acute	HP_0011499	ENSG00000149575	28216264	Lynch et al. (2017)	increased pupil diameter	SCN2B	UBERON_0004535	""
cardiovascular	inhibition_acute	EFO_0009853	ENSG00000149575	28216264	Lynch et al. (2017)	decreased/increased convulsions	SCN2B	UBERON_0004535	""
cardiovascular	inhibition_acute	HP_0031860	ENSG00000149575	28216264	Lynch et al. (2017)	decreased/increased heart rate	SCN2B	UBERON_0004535	""
cardiovascular	inhibition_acute	EFO_0005251	ENSG00000149575	28216264	Lynch et al. (2017)	decreased blood pressure	SCN2B	UBERON_0004535	""
cardiovascular	inhibition_acute	GO_0045822	ENSG00000149575	28216264	Lynch et al. (2017)	decreased cardiac contractility	SCN2B	UBERON_0004535	""
cardiovascular	inhibition_acute	EFO_1001497	ENSG00000149575	28216264	Lynch et al. (2017)	decreased cardiac conduction	SCN2B	UBERON_0004535	""
cardiovascular	inhibition_acute	HP_0006677	ENSG00000149575	28216264	Lynch et al. (2017)	increased QRS complex	SCN2B	UBERON_0004535	""
cardiovascular	inhibition_acute	EFO_0004269	ENSG00000149575	28216264	Lynch et al. (2017)	cardiac arrhythmia	SCN2B	UBERON_0004535	""
cardiovascular	inhibition_acute	EFO_0009839	ENSG00000149575	28216264	Lynch et al. (2017)	decreased respiratory rate	SCN2B	UBERON_0004535	""
cardiovascular	inhibition_acute	HP_0030897	ENSG00000149575	28216264	Lynch et al. (2017)	decreased gastrointestinal transit	SCN2B	UBERON_0004535	""
cardiovascular	inhibition_acute	HP_0011037	ENSG00000149575	28216264	Lynch et al. (2017)	decreased urine excretion	SCN2B	UBERON_0004535	""
cardiovascular	inhibition_acute	HP_0001259	ENSG00000149575	28216264	Lynch et al. (2017)	coma	SCN2B	UBERON_0004535	""
cardiovascular	activation_acute	EFO_0009853	ENSG00000149575	28216264	Lynch et al. (2017)	convulsions	SCN2B	UBERON_0004535	""
respiratory	activation_acute	EFO_0004269	ENSG00000149575	28216264	Lynch et al. (2017)	cardiac arrhythmia	SCN2B	UBERON_0001004	""
respiratory	inhibition_acute	GO_1904057	ENSG00000149575	28216264	Lynch et al. (2017)	decreased pain	SCN2B	UBERON_0001004	""
respiratory	inhibition_acute	NCIT_C74532	ENSG00000149575	28216264	Lynch et al. (2017)	agitation	SCN2B	UBERON_0001004	""
respiratory	inhibition_acute	EFO_1000712	ENSG00000149575	28216264	Lynch et al. (2017)	decreased sweating	SCN2B	UBERON_0001004	""
respiratory	inhibition_acute	HP_0011499	ENSG00000149575	28216264	Lynch et al. (2017)	increased pupil diameter	SCN2B	UBERON_0001004	""
respiratory	inhibition_acute	EFO_0009853	ENSG00000149575	28216264	Lynch et al. (2017)	decreased/increased convulsions	SCN2B	UBERON_0001004	""
respiratory	inhibition_acute	HP_0031860	ENSG00000149575	28216264	Lynch et al. (2017)	decreased/increased heart rate	SCN2B	UBERON_0001004	""
respiratory	inhibition_acute	EFO_0005251	ENSG00000149575	28216264	Lynch et al. (2017)	decreased blood pressure	SCN2B	UBERON_0001004	""
respiratory	inhibition_acute	GO_0045822	ENSG00000149575	28216264	Lynch et al. (2017)	decreased cardiac contractility	SCN2B	UBERON_0001004	""
respiratory	inhibition_acute	EFO_1001497	ENSG00000149575	28216264	Lynch et al. (2017)	decreased cardiac conduction	SCN2B	UBERON_0001004	""
respiratory	inhibition_acute	HP_0006677	ENSG00000149575	28216264	Lynch et al. (2017)	increased QRS complex	SCN2B	UBERON_0001004	""
respiratory	inhibition_acute	EFO_0004269	ENSG00000149575	28216264	Lynch et al. (2017)	cardiac arrhythmia	SCN2B	UBERON_0001004	""
respiratory	inhibition_acute	EFO_0009839	ENSG00000149575	28216264	Lynch et al. (2017)	decreased respiratory rate	SCN2B	UBERON_0001004	""
respiratory	inhibition_acute	HP_0030897	ENSG00000149575	28216264	Lynch et al. (2017)	decreased gastrointestinal transit	SCN2B	UBERON_0001004	""
