STUDY	BIOENTITY	PROPERTY_TYPE	PROPERTY_VALUE	SEMANTIC_TAG	ANNOTATOR	ANNOTATION_DATE
ClinVar		disease	Osteogenesis imperfecta, type xv	http://www.orpha.net/ORDO/Orphanet_666	Gautier Koscielny	2017-06-06 12:00:00
ClinVar		disease	Osteogenesis imperfecta, type xvii	http://www.orpha.net/ORDO/Orphanet_666	Gautier Koscielny	2017-06-06 12:00:00
ClinVar		disease	Osteoglophonic dysplasia	http://www.orpha.net/ORDO/Orphanet_2645	Gautier Koscielny	2017-06-06 12:00:00
Genomics England Panel App		disease	Osteolysis, familial expansile	http://www.orpha.net/ORDO/Orphanet_85195	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
CTTV-indication		disease	Osteomalacia	http://purl.obolibrary.org/obo/HP_0002749	Sirarat Sarntivijai	2015-03-24 12:00:00
PheWAS Catalog		disease	Osteomyelitis	http://www.ebi.ac.uk/efo/EFO_0003102	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Osteomyelitis, periostitis, and other infections involving bone	http://www.ebi.ac.uk/efo/EFO_0003102	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Osteomyelitis, periostitis, and other infections involving bone	http://purl.obolibrary.org/obo/HP_0040165	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
ClinVar		disease	Osteomyelitis, sterile multifocal, with periostitis and pustulosis	http://www.orpha.net/ORDO/Orphanet_210115	Gautier Koscielny	2017-06-06 12:00:00
Genomics England Panel App		disease	Osteopathia striata with cranial sclerosis	http://www.orpha.net/ORDO/Orphanet_2780	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
PheWAS Catalog		disease	Osteopenia	http://purl.obolibrary.org/obo/HP_0000938	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
ClinVar		disease	Osteopetrosis autosomal recessive 1	http://www.orpha.net/ORDO/Orphanet_667	Gautier Koscielny	2017-06-06 12:00:00
ClinVar		disease	Osteopetrosis autosomal recessive 2	http://www.orpha.net/ORDO/Orphanet_667	Gautier Koscielny	2017-06-06 12:00:00
ClinVar		disease	Osteopetrosis autosomal recessive 4	http://www.orpha.net/ORDO/Orphanet_667	Gautier Koscielny	2017-06-06 12:00:00
ClinVar		disease	Osteopetrosis autosomal recessive 6	http://www.orpha.net/ORDO/Orphanet_210110	Gautier Koscielny	2017-06-06 12:00:00
ClinVar		disease	Osteopetrosis autosomal recessive 7	http://www.orpha.net/ORDO/Orphanet_178389	Gautier Koscielny	2017-06-06 12:00:00
Genomics England Panel App		disease	Osteopetrosis with Renal Tubular Acidosis	http://www.orpha.net/ORDO/Orphanet_2785	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Osteopetrosis, autosomal dominant 1	http://www.orpha.net/ORDO/Orphanet_2783	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Osteopetrosis, autosomal dominant 2	http://www.orpha.net/ORDO/Orphanet_53	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Osteopetrosis, autosomal recessive 1	http://www.orpha.net/ORDO/Orphanet_667	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Osteopetrosis, autosomal recessive 2	http://www.orpha.net/ORDO/Orphanet_667	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Osteopetrosis, autosomal recessive 4	http://www.orpha.net/ORDO/Orphanet_667	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Osteopetrosis, autosomal recessive 5	http://www.orpha.net/ORDO/Orphanet_667	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
ClinVar		disease	Osteopetrosis, autosomal recessive 5	http://www.orpha.net/ORDO/Orphanet_85179	Gautier Koscielny	2017-06-06 12:00:00
Genomics England Panel App		disease	Osteopetrosis, autosomal recessive 7	http://www.orpha.net/ORDO/Orphanet_178389	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
ClinVar		disease	Osteopetrosis, autosomal recessive 8	http://www.orpha.net/ORDO/Orphanet_667	Gautier Koscielny	2017-06-06 12:00:00
Target safety		disease	osteoporosis	http://www.ebi.ac.uk/efo/EFO_0003882	Irene Lopez	2021-11-02 12:00:00
PheWAS Catalog		disease	Osteoporosis, NOS or other	http://www.ebi.ac.uk/efo/EFO_0003882	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Osteoporosis, osteopenia and pathological fracture	http://www.ebi.ac.uk/efo/EFO_0003882	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Osteoporosis, osteopenia and pathological fracture	http://www.ebi.ac.uk/efo/EFO_0003931	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Osteoporosis, osteopenia and pathological fracture	http://purl.obolibrary.org/obo/HP_0000938	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
Genomics England Panel App		disease	Osteoporosis, postmenopausal	http://www.ebi.ac.uk/efo/EFO_0003854	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Osteoporosis-pseudoglioma syndrome	http://www.orpha.net/ORDO/Orphanet_2788	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Osteosarcoma	http://www.ebi.ac.uk/efo/EFO_0000637	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
PheWAS Catalog		disease	Otalgia	http://purl.obolibrary.org/obo/HP_0030766	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other abnormal blood chemistry	http://purl.obolibrary.org/obo/HP_0001871	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other abnormal findings on radiological examination of breast	http://www.ebi.ac.uk/efo/EFO_0009483	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other abnormal glucose	http://purl.obolibrary.org/obo/HP_0011014	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other abnormality of urination	http://purl.obolibrary.org/obo/HP_0000079	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other acquired deformities of ankle and foot	http://purl.obolibrary.org/obo/HP_0001760	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other acquired deformities of limbs	http://purl.obolibrary.org/obo/HP_0040064	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other acquired musculoskeletal deformity	http://www.ebi.ac.uk/efo/EFO_0009676	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other acute and subacute forms of ischemic heart disease	http://www.ebi.ac.uk/efo/EFO_1001375	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other alveolar and parietoalveolar pneumonopathy	http://www.ebi.ac.uk/efo/EFO_0000684	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other and nonspecific abnormal cytological, histological and immunological findings	http://www.ebi.ac.uk/efo/EFO_0010677	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other and unspecified congenital anomalies	http://purl.obolibrary.org/obo/MONDO_0000839	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other and unspecified disc disorder	http://www.ebi.ac.uk/efo/EFO_0009477	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other and unspecified disorders of back	http://purl.obolibrary.org/obo/MONDO_0000651	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other and unspecified disorders of the nervous system	http://www.ebi.ac.uk/efo/EFO_0000618	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other anemias	http://purl.obolibrary.org/obo/MONDO_0002280	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other aneurysm	http://www.ebi.ac.uk/efo/EFO_0009659	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other arthropathies	http://www.ebi.ac.uk/efo/EFO_1000999	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other benign neoplasm of connective and other soft tissue	http://purl.obolibrary.org/obo/MONDO_0000654	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other benign neoplasm of uterus	http://purl.obolibrary.org/obo/MONDO_0000632	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other biliary tract disease	http://www.ebi.ac.uk/efo/EFO_0009534	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other cardiac conduction disorders	http://purl.obolibrary.org/obo/MONDO_0000992	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other cells and casts in urine	http://purl.obolibrary.org/obo/HP_0003110	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other cerebral degenerations	http://purl.obolibrary.org/obo/HP_0007313	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other chronic ischemic heart disease, unspecified	http://www.ebi.ac.uk/efo/EFO_1001375	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other chronic nonalcoholic liver disease	http://www.ebi.ac.uk/efo/EFO_0003095	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other CNS infection and poliomyelitis	http://www.ebi.ac.uk/efo/EFO_0007450	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other CNS infection and poliomyelitis	http://www.ebi.ac.uk/efo/EFO_1001456	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other conditions of brain	http://www.ebi.ac.uk/efo/EFO_0005774	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other conditions of brain, NOS	http://www.ebi.ac.uk/efo/EFO_0005774	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium	http://www.ebi.ac.uk/efo/EFO_0009518	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium	http://www.ebi.ac.uk/efo/EFO_0009682	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium	http://www.ebi.ac.uk/efo/EFO_0009683	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other congenital anomalies of lower limb, including pelvic girdle	http://purl.obolibrary.org/obo/MONDO_0000839	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other congenital musculoskeletal anomalies	http://purl.obolibrary.org/obo/MONDO_0000839	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other deficiency anemia	http://purl.obolibrary.org/obo/MONDO_0001639	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other derangement of joint	http://www.ebi.ac.uk/efo/EFO_1000999	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other diseases of blood and blood-forming organs	http://www.ebi.ac.uk/efo/EFO_0005803	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other diseases of lung	http://www.ebi.ac.uk/efo/EFO_0003818	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other diseases of respiratory system, NEC	http://www.ebi.ac.uk/efo/EFO_0000684	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other diseases of respiratory system, not elsewhere classified	http://www.ebi.ac.uk/efo/EFO_0000684	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other diseases of the teeth and supporting structures	http://www.ebi.ac.uk/efo/EFO_0010693	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other diseases of the teeth and supporting structures	http://www.ebi.ac.uk/efo/EFO_1001216	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of adrenal glands	http://www.ebi.ac.uk/efo/EFO_0005539	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of arteries and arterioles	http://purl.obolibrary.org/obo/MONDO_0000473	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of biliary tract	http://www.ebi.ac.uk/efo/EFO_0009534	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of bladder	http://www.ebi.ac.uk/efo/EFO_1000018	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of bone and cartilage	http://www.ebi.ac.uk/efo/EFO_0004260	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of bone and cartilage	http://www.ebi.ac.uk/efo/EFO_0005802	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of cervical region	http://purl.obolibrary.org/obo/MONDO_0002256	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of circulatory system	http://www.ebi.ac.uk/efo/EFO_0000319	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of ear	http://purl.obolibrary.org/obo/MONDO_0021205	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of eye	http://www.ebi.ac.uk/efo/EFO_0003966	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of eyelids	http://www.ebi.ac.uk/efo/EFO_0009547	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of gallbladder	http://www.ebi.ac.uk/efo/EFO_0003832	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of intestine	http://www.ebi.ac.uk/efo/EFO_0009431	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of lipoid metabolism	http://www.orpha.net/ORDO/Orphanet_309005	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of liver	http://www.ebi.ac.uk/efo/EFO_0001421	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of male genital organs	http://www.ebi.ac.uk/efo/EFO_0009555	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of metabolic, endocrine, immunity disorders	http://www.ebi.ac.uk/efo/EFO_0000540	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of metabolic, endocrine, immunity disorders	http://www.ebi.ac.uk/efo/EFO_0000589	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of metabolic, endocrine, immunity disorders	http://www.ebi.ac.uk/efo/EFO_0001379	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of metabolism	http://www.ebi.ac.uk/efo/EFO_0000589	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of middle ear and mastoid	http://purl.obolibrary.org/obo/HP_0000264	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of middle ear and mastoid	http://purl.obolibrary.org/obo/MONDO_0003276	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of pancreatic internal secretion	http://www.ebi.ac.uk/efo/EFO_0009605	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of peritoneum	http://www.ebi.ac.uk/efo/EFO_0009541	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of prostate	http://www.ebi.ac.uk/efo/EFO_0009602	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of soft tissues	http://www.ebi.ac.uk/efo/EFO_0009470	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of stomach and duodenum	http://www.ebi.ac.uk/efo/EFO_0009608	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of stomach and duodenum	http://purl.obolibrary.org/obo/MONDO_0002866	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of synovium, tendon, and bursa	http://www.ebi.ac.uk/efo/EFO_1001434	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of synovium, tendon, and bursa	http://purl.obolibrary.org/obo/MONDO_0056799	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of synovium, tendon, and bursa	http://purl.obolibrary.org/obo/MONDO_0056802	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of testis	http://www.ebi.ac.uk/efo/EFO_0009601	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of the kidney and ureters	http://www.ebi.ac.uk/efo/EFO_0003086	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of the kidney and ureters	http://purl.obolibrary.org/obo/MONDO_0001926	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of thyroid	http://www.ebi.ac.uk/efo/EFO_1000627	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of tympanic membrane	http://www.ebi.ac.uk/efo/EFO_0009570	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of urethra and urinary tract	http://www.ebi.ac.uk/efo/EFO_0009689	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other disorders of urethra and urinary tract	http://www.ebi.ac.uk/efo/EFO_0009690	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other dyschromia	http://www.ebi.ac.uk/efo/EFO_1000755	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other endocrine disorders	http://www.ebi.ac.uk/efo/EFO_0001379	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other forms of chronic heart disease	http://www.ebi.ac.uk/efo/EFO_0003777	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other headache syndromes	http://www.ebi.ac.uk/efo/EFO_0009550	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other hemoglobinopathies	http://www.orpha.net/ORDO/Orphanet_68364	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other hereditary hemolytic anemias	http://purl.obolibrary.org/obo/HP_0004804	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other hypertensive complications	http://www.ebi.ac.uk/efo/EFO_0009518	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other hypertrophic and atrophic conditions of skin	http://www.ebi.ac.uk/efo/EFO_0000701	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other hypertrophic and atrophic conditions of skin	http://www.ebi.ac.uk/efo/EFO_1000766	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other immunological findings	http://purl.obolibrary.org/obo/HP_0002715	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other infectious and parasitic diseases	http://www.ebi.ac.uk/efo/EFO_0001067	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other infectious and parasitic diseases	http://www.ebi.ac.uk/efo/EFO_0005741	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other inflammatory spondylopathies	http://purl.obolibrary.org/obo/MONDO_0001434	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other intestinal obstruction	http://purl.obolibrary.org/obo/MONDO_0004565	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other local infections of skin and subcutaneous tissue	http://www.ebi.ac.uk/efo/EFO_0010692	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other local infections of skin and subcutaneous tissue	http://purl.obolibrary.org/obo/MONDO_0021201	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other non-epithelial cancer of skin, dx or hx	http://purl.obolibrary.org/obo/MONDO_0002898	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other nonmalignant breast conditions	http://www.ebi.ac.uk/efo/EFO_0009483	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other nonspecific findings on examination of urine	http://purl.obolibrary.org/obo/HP_0012614	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other open wound of head and face	http://www.ebi.ac.uk/efo/EFO_0005756	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other paralytic syndromes	http://purl.obolibrary.org/obo/HP_0003470	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other peripheral nerve disorders	http://www.ebi.ac.uk/efo/EFO_0009387	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other persistent mental disorders due to conditions classified elsewhere	http://www.ebi.ac.uk/efo/EFO_0000677	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other pulmonary inflamation or edema	http://www.ebi.ac.uk/efo/EFO_1001134	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other pulmonary inflamation or edema	http://www.ebi.ac.uk/efo/EFO_1001991	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other retinal disorders	http://www.ebi.ac.uk/efo/EFO_0003839	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other signs and symptoms in breast	http://www.ebi.ac.uk/efo/EFO_0009483	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other specified cardiac dysrhythmias	http://www.ebi.ac.uk/efo/EFO_0004269	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other specified diseases of hair and hair follicles	http://purl.obolibrary.org/obo/MONDO_0002917	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other specified diseases of nail	http://purl.obolibrary.org/obo/MONDO_0002884	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other specified diseases of sebaceous glands	http://www.ebi.ac.uk/efo/EFO_1000763	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other specified diseases of the salivary glands	http://www.ebi.ac.uk/efo/EFO_0008581	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other specified disorders of breast	http://www.ebi.ac.uk/efo/EFO_0009483	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other specified disorders of liver	http://www.ebi.ac.uk/efo/EFO_0001421	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other specified disorders of pancreatic internal secretion	http://www.ebi.ac.uk/efo/EFO_0009605	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other specified disorders of plasma protein metabolism	http://purl.obolibrary.org/obo/MONDO_0002273	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other specified erythematous conditions	http://purl.obolibrary.org/obo/HP_0010783	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other specified gastritis	http://www.ebi.ac.uk/efo/EFO_0000217	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other specified intestinal malabsorption	http://purl.obolibrary.org/obo/HP_0002024	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other specified nonpsychotic and/or transient mental disorders	http://www.ebi.ac.uk/efo/EFO_0000677	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other specified osteoporosis	http://www.ebi.ac.uk/efo/EFO_0003882	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other specified peripheral vascular diseases	http://www.ebi.ac.uk/efo/EFO_0003875	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other sprains and strains	http://www.ebi.ac.uk/efo/EFO_0009582	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other sprains and strains	http://www.ebi.ac.uk/efo/EFO_0010686	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other symptoms involving abdomen and pelvis	http://purl.obolibrary.org/obo/MONDO_0044965	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other symptoms involving urinary system	http://www.ebi.ac.uk/efo/EFO_0009690	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other symptoms of respiratory system	http://www.ebi.ac.uk/efo/EFO_0000684	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Other symptoms referable to back	http://www.ebi.ac.uk/efo/EFO_0003765	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
