BIOENTITY	SEMANTIC_TAG	STUDY	ANNOTATOR	ANNOTATION_DATE
41200#O17#O17 Secondary closed reduction of fracture of bone and internal fixation	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#O172#O17.2 Remanipulation of fracture of long bone and rigid internal fixation NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#O21#O21 Total prosthetic replacement of elbow joint using cement	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#O27#O27 Other stabilising operations on joint	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#O271#O27.1 Extra-articular ligament reconstruction for stabilisation of joint	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#O29#O29 Excision of bone	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#O291#O29.1 Subacromial decompression	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#O32#O32 Total prosthetic replacement of ankle joint	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#O321#O32.1 Primary total prosthetic replacement of ankle joint NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X08#X08 Amputation of hand	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X083#X08.3 Amputation of phalanx of finger	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X084#X08.4 Amputation of finger NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X09#X09 Amputation of leg	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X093#X09.3 Amputation of leg above knee	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X095#X09.5 Amputation of leg below knee	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X10#X10 Amputation of foot	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X104#X10.4 Amputation through metatarsal bones	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X11#X11 Amputation of toe	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X111#X11.1 Amputation of great toe	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X112#X11.2 Amputation of phalanx of toe	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X118#X11.8 Other specified amputation of toe	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X119#X11.9 Unspecified amputation of toe	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X12#X12 Operations on amputation stump	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X14#X14 Clearance of pelvis	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X28#X28 Intermittent infusion of therapeutic substance	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X281#X28.1 Intermittent intravenous infusion of therapeutic substance	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X29#X29 Continuous Infusion of therapeutic substance	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X291#X29.1 Continuous subcutaneous infusion of insulin	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X292#X29.2 Continuous intravenous infusion of therapeutic substance NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X293#X29.3 Continuous subcutaneous infusion of therapeutic substance NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X298#X29.8 Other specified continuous Infusion of therapeutic substance	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X299#X29.9 Unspecified continuous Infusion of therapeutic substance	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X30#X30 Injection of therapeutic substance	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X301#X30.1 Injection of Rh immune globulin	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X302#X30.2 Injection of gamma globulin	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X308#X30.8 Other specified injection of therapeutic substance	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X309#X30.9 Unspecified injection of therapeutic substance	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X31#X31 Injection of radiocontrast material	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X312#X31.2 Intravenous pyelography	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X313#X31.3 Intravenous injection of radiocontrast material NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X318#X31.8 Other specified injection of radiocontrast material	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X32#X32 Exchange blood transfusion	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X33#X33 Other blood transfusion	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X332#X33.2 Intravenous blood transfusion of packed cells	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X333#X33.3 Intravenous blood transfusion of platelets	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X334#X33.4 Autologous peripheral blood stem cell transplant	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X336#X33.6 Allogeneic peripheral blood stem cell transplant	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X338#X33.8 Other specified other blood transfusion	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X339#X33.9 Unspecified other blood transfusion	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X34#X34 Other intravenous transfusion	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X348#X34.8 Other specified other intravenous transfusion	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X35#X35 Other intravenous injection	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X352#X35.2 Intravenous chemotherapy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X353#X35.3 Intravenous immunotherapy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X355#X35.5 Intravenous injection of antimicrobial therapy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X358#X35.8 Other specified other intravenous injection	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X359#X35.9 Unspecified other intravenous injection	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X36#X36 Blood withdrawal	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X361#X36.1 Blood donation	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X362#X36.2 Venesection	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X363#X36.3 Venous sampling	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X368#X36.8 Other specified blood withdrawal	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X369#X36.9 Unspecified blood withdrawal	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X37#X37 Intramuscular injection	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X373#X37.3 Intramuscular chemotherapy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X375#X37.5 Intramuscular injection for local action	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X376#X37.6 Intramuscular hormone therapy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X378#X37.8 Other specified intramuscular injection	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X379#X37.9 Unspecified intramuscular injection	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X38#X38 Subcutaneous injection	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X381#X38.1 Injection of triamcinolone for local action	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X382#X38.2 Injection of steroid for local action NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X383#X38.3 Injection of hormone for local action NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X384#X38.4 Subcutaneous chemotherapy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X385#X38.5 Subcutaneous immunotherapy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X386#X38.6 Subcutaneous injection for local action NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X387#X38.7 Subcutaneous injection of haematological growth factor	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X388#X38.8 Other specified subcutaneous injection	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X39#X39 Other route of administration of therapeutic substance	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X391#X39.1 Oral administration of therapeutic substance	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X394#X39.4 Inhalation administration of therapeutic substance	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X40#X40 Compensation for renal failure	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X402#X40.2 Peritoneal dialysis NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X403#X40.3 Haemodialysis NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X404#X40.4 Haemofiltration	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X41#X41 Placement of ambulatory apparatus for compensation for renal failure	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X411#X41.1 Insertion of ambulatory peritoneal dialysis catheter	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X412#X41.2 Removal of ambulatory peritoneal dialysis catheter	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X45#X45 Donation of organ	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X451#X45.1 Donation of kidney	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X48#X48 Immobilisation using plaster cast	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X481#X48.1 Application of plaster cast	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X49#X49 Other external support of limb	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X491#X49.1 Application of splint NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X498#X49.8 Other specified other external support of limb	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X50#X50 External resuscitation	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X501#X50.1 Direct current cardioversion	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X502#X50.2 External cardioversion NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X503#X50.3 Advanced cardiac pulmonary resuscitation	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X508#X50.8 Other specified external resuscitation	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X55#X55 Other operations on unspecified organ	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X551#X55.1 Biopsy of lesion of unspecified organ	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X558#X55.8 Other specified other operations on unspecified organ	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X559#X55.9 Unspecified other operations on unspecified organ	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X59#X59 Anaesthetic without surgery	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X598#X59.8 Other specified anaesthetic without surgery	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X599#X59.9 Unspecified anaesthetic without surgery	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X60#X60 Rehabilitation assessment	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X62#X62 Assessment	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X65#X65 Radiotherapy delivery	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X654#X65.4 Delivery of a fraction of external beam radiotherapy NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X655#X65.5 Oral delivery of radiotherapy for thyroid ablation	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X658#X65.8 Other specified radiotherapy delivery	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X659#X65.9 Unspecified radiotherapy delivery	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X67#X67 Preparation for external beam radiotherapy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X671#X67.1 Preparation for intensity modulated radiation therapy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X674#X67.4 Preparation for simple radiotherapy with imaging and dosimetry	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X675#X67.5 Preparation for simple radiotherapy with imaging and simple calculation	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X677#X67.7 Preparation for complex conformal radiotherapy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X679#X67.9 Unspecified preparation for external beam radiotherapy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X68#X68 Preparation for brachytherapy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X682#X68.2 Preparation for intracavitary brachytherapy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X683#X68.3 Preparation for interstitial brachytherapy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X70#X70 Procurement of drugs for chemotherapy for neoplasm in Bands 1-5	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X701#X70.1 Procurement of drugs for chemotherapy for neoplasm for regimens in Band 1	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X702#X70.2 Procurement of drugs for chemotherapy for neoplasm for regimens in Band 2	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X703#X70.3 Procurement of drugs for chemotherapy for neoplasm for regimens in Band 3	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X704#X70.4 Procurement of drugs for chemotherapy for neoplasm for regimens in Band 4	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X705#X70.5 Procurement of drugs for chemotherapy for neoplasm for regimens in Band 5	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X708#X70.8 Other specified procurement of drugs for chemotherapy for neoplasm in Bands 1-5	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X71#X71 Procurement of drugs for chemotherapy for neoplasm in Bands 6-10	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X711#X71.1 Procurement of drugs for chemotherapy for neoplasm for regimens in Band 6	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X712#X71.2 Procurement of drugs for chemotherapy for neoplasm for regimens in Band 7	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X713#X71.3 Procurement of drugs for chemotherapy for neoplasm for regimens in Band 8	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X714#X71.4 Procurement of drugs for chemotherapy for neoplasm for regimens in Band 9	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X715#X71.5 Procurement of drugs for chemotherapy for neoplasm for regimens in Band 10	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X72#X72 Delivery of chemotherapy for neoplasm	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X721#X72.1 Delivery of complex chemotherapy for neoplasm including prolonged infusional treatment at first attendance	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X723#X72.3 Delivery of simple parenteral chemotherapy for neoplasm at first attendance	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X724#X72.4 Delivery of subsequent element of cycle of chemotherapy for neoplasm	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X729#X72.9 Unspecified delivery of chemotherapy for neoplasm	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X73#X73 Delivery of oral chemotherapy for neoplasm	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X731#X73.1 Delivery of exclusively oral chemotherapy for neoplasm	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X82#X82 High cost hypertension drugs	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X823#X82.3 Primary pulmonary hypertension drugs Band 3	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X83#X83 High cost other cardiovascular drugs	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X833#X83.3 Fibrinolytic drugs Band 1	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X85#X85 High cost neurology drugs	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X851#X85.1 Torsion dystonias and other involuntary movements drugs Band 1	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X86#X86 High cost anti-infective drugs	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X861#X86.1 Antifungal drugs Band 1	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X89#X89 High cost immunosuppressant drugs	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X891#X89.1 Monoclonal antibodies Band 1	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X892#X89.2 Monoclonal antibodies Band 2	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X893#X89.3 Immunomodulating drugs Band 1	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X894#X89.4 Somatostatin analogues Band 1	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X90#X90 High cost haematology and nutrition drugs	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X903#X90.3 Neutropenia drugs Band 1	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X904#X90.4 Intravenous nutrition Band 1	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X92#X92 High cost musculoskeletal drugs	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X921#X92.1 Cytokine inhibitor drugs Band 1	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X96#X96 High cost immunology drugs	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X961#X96.1 Immunoglobulins Band 1	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X998#X99.8 No procedure performed	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41200#X999#X99.9 Not known (procedure performed)	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F02#F02 Extirpation of lesion of lip	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F021#F02.1 Excision of lesion of lip	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F022#F02.2 Destruction of lesion of lip	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F04#F04 Other reconstruction of lip	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F042#F04.2 Reconstruction of lip using skin flap	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F05#F05 Other repair of lip	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F053#F05.3 Suture of lip	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F06#F06 Other operations on lip	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F062#F06.2 Biopsy of lesion of lip	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F068#F06.8 Other specified other operations on lip	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F09#F09 Surgical removal of tooth	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F091#F09.1 Surgical removal of impacted wisdom tooth	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F092#F09.2 Surgical removal of impacted tooth NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F093#F09.3 Surgical removal of wisdom tooth NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F094#F09.4 Surgical removal of tooth NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F095#F09.5 Surgical removal of retained root of tooth	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F099#F09.9 Unspecified surgical removal of tooth	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F10#F10 Simple extraction of tooth	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F101#F10.1 Full dental clearance	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F102#F10.2 Upper dental clearance	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F103#F10.3 Lower dental clearance	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F104#F10.4 Extraction of multiple teeth NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F108#F10.8 Other specified simple extraction of tooth	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F109#F10.9 Unspecified simple extraction of tooth	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F11#F11 Preprosthetic oral surgery	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F112#F11.2 Augmentation of alveolar ridge using autobone graft	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F115#F11.5 Endosseous implantation into jaw	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F118#F11.8 Other specified preprosthetic oral surgery	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F12#F12 Surgery on apex of tooth	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F121#F12.1 Apicectomy of tooth	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F122#F12.2 Root canal therapy to tooth	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F128#F12.8 Other specified surgery on apex of tooth	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F13#F13 Restoration of tooth	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F135#F13.5 Restoration of part of tooth using filling NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F14#F14 Orthodontic operations	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F16#F16 Other operations on tooth	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F161#F16.1 Drainage of abscess of alveolus of tooth	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F164#F16.4 Scaling of tooth	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F168#F16.8 Other specified other operations on tooth	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F18#F18 Excision of dental lesion of jaw	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F181#F18.1 Enucleation of dental cyst of jaw	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F188#F18.8 Other specified excision of dental lesion of jaw	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F20#F20 Operations on gingiva	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F202#F20.2 Excision of lesion of gingiva	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F203#F20.3 Biopsy of lesion of gingiva	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F204#F20.4 Gingivoplasty	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F208#F20.8 Other specified operations on gingiva	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F22#F22 Excision of tongue	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
