Phewas_string	EFO_id	EFO_label
Malignant neoplasm of liver, primary	http://purl.obolibrary.org/obo/MONDO_0002691	liver cancer
Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum	http://purl.obolibrary.org/obo/MONDO_0002516	digestive system cancer
Malignant neoplasm of other urinary organs	http://www.ebi.ac.uk/efo/EFO_1000363	Malignant Urinary System Neoplasm
Malignant neoplasm of ovary	http://purl.obolibrary.org/obo/MONDO_0008170	ovarian cancer
Malignant neoplasm of ovary and other uterine adnexa	http://purl.obolibrary.org/obo/MONDO_0008170	ovarian cancer
Malignant neoplasm of ovary and other uterine adnexa	http://purl.obolibrary.org/obo/MONDO_0002715	uterine cancer
Malignant neoplasm of rectum, rectosigmoid junction, and anus	http://www.ebi.ac.uk/efo/EFO_1000657	rectal cancer
Malignant neoplasm of rectum, rectosigmoid junction, and anus	http://purl.obolibrary.org/obo/MONDO_0001879	anal cancer
Malignant neoplasm of rectum, rectosigmoid junction, and anus	http://www.ebi.ac.uk/efo/EFO_1001966	rectosigmoid adenocarcinoma
Malignant neoplasm of renal pelvis	http://www.ebi.ac.uk/efo/EFO_0005582	renal pelvis carcinoma
Malignant neoplasm of uterus	http://purl.obolibrary.org/obo/MONDO_0002715	uterine cancer
Malignant neoplasm, other	http://www.ebi.ac.uk/efo/EFO_0000311	cancer
Malunion and nonunion of fracture	http://www.ebi.ac.uk/efo/EFO_0009707	fractures, ununited
Malunion and nonunion of fracture	NEW TERM REQUEST	malunion fracture
Mammographic microcalcification	http://www.ebi.ac.uk/efo/EFO_0009483	breast disease
Manlignant and unknown neoplasms of brain and nervous system	http://purl.obolibrary.org/obo/MONDO_0001657	brain cancer
Manlignant and unknown neoplasms of brain and nervous system	http://www.ebi.ac.uk/efo/EFO_0007392	nervous system cancer
Mastodynia	http://www.ebi.ac.uk/efo/EFO_1001366	Mastodynia
Mastoiditis & related conditions	http://purl.obolibrary.org/obo/HP_0000265	Mastoiditis 
Megaloblastic anemia	http://purl.obolibrary.org/obo/MONDO_0001700	megaloblastic anemia (disease)
Melanomas of skin, dx or hx	http://www.ebi.ac.uk/efo/EFO_0000756	melanoma
Memory loss	http://www.ebi.ac.uk/efo/EFO_0001072	memory impairment
Meniere's disease	http://www.ebi.ac.uk/efo/EFO_0006862	Meniere disease
Meningitis	http://purl.obolibrary.org/obo/MONDO_0021108	meningitis (disease)
Menopausal and postmenopausal disorders	NEW TERM REQUEST	menopausal or post-menopausal disorder
Mental retardation	http://www.ebi.ac.uk/efo/EFO_0003847	mental retardation
Methicillin resistant Staphylococcus aureus	http://www.ebi.ac.uk/efo/EFO_0008555	Methicillin-Resistant Staphylococcus Aureus Infection
Methicillin sensitive Staphylococcus aureus	http://www.ebi.ac.uk/efo/EFO_0008555	Methicillin-Resistant Staphylococcus Aureus Infection
Microscopic hematuria	http://purl.obolibrary.org/obo/HP_0002907	Microscopic hematuria
Migrain with aura	http://www.ebi.ac.uk/efo/EFO_0005295	migraine with aura
Migraine	http://www.ebi.ac.uk/efo/EFO_0003821	migraine
Mild cognitive impairment	http://purl.obolibrary.org/obo/HP_0100543	cognitive impairment
Miscarriage; stillbirth	http://www.ebi.ac.uk/efo/EFO_1001255	Spontaneous abortion
Miscarriage; stillbirth	http://purl.obolibrary.org/obo/HP_0003826	Stillbirth
Mitral stenosis/insufficiency	http://www.ebi.ac.uk/efo/EFO_0007372	mitral valve stenosis
Mitral stenosis/insufficiency	http://purl.obolibrary.org/obo/HP_0001653	Mitral regurgitation
Mitral valve stenosis and/or aortic valve stenosis	http://www.ebi.ac.uk/efo/EFO_0007372	mitral valve stenosis
Mitral valve stenosis and/or aortic valve stenosis	http://www.ebi.ac.uk/efo/EFO_0000266	aortic stenosis
Mixed hyperlipidemia	http://www.orpha.net/ORDO/Orphanet_79211	Combined hyperlipidemia
Mood disorders	http://www.ebi.ac.uk/efo/EFO_0004247	mood disorder
Morbid obesity	http://www.ebi.ac.uk/efo/EFO_0001074	morbid obesity
Mucous polyp of cervix	http://www.ebi.ac.uk/efo/EFO_0009475	cervical polyp
Multiple myeloma	http://www.ebi.ac.uk/efo/EFO_0001378	multiple myeloma
Multiple sclerosis	http://www.ebi.ac.uk/efo/EFO_0003885	multiple sclerosis
Muscle weakness	http://purl.obolibrary.org/obo/HP_0001324	Muscle weakness
Muscle/tendon sprain	http://www.ebi.ac.uk/efo/EFO_0009582	sprain
Muscle/tendon sprain	NEW TERM REQUEST	Muscle strain
Muscular dystrophies and other myopathies	http://www.orpha.net/ORDO/Orphanet_98473	Muscular dystrophy
Muscular dystrophies and other myopathies	http://www.ebi.ac.uk/efo/EFO_0004145	myopathy
Muscular wasting and disuse atrophy	http://www.ebi.ac.uk/efo/EFO_0009851	muscle atrophy
Musculoskeletal symptoms referable to limbs	http://www.ebi.ac.uk/efo/EFO_0009676	musculoskeletal system disease
Myalgia and myositis unspecified	http://purl.obolibrary.org/obo/HP_0003326	Myalgia
Myalgia and myositis unspecified	http://www.ebi.ac.uk/efo/EFO_0000783	myositis
Myasthenia gravis	http://www.ebi.ac.uk/efo/EFO_0004991	Myasthenia gravis
Mycoses	http://purl.obolibrary.org/obo/MONDO_0002041	fungal infectious disease
Myeloid leukemia	http://purl.obolibrary.org/obo/MONDO_0004643	myeloid leukemia
Myeloproliferative disease	http://www.ebi.ac.uk/efo/EFO_0004251	myeloproliferative disorder
Myocardial infarction	http://www.ebi.ac.uk/efo/EFO_0000612	myocardial infarction
Myoclonus	http://purl.obolibrary.org/obo/HP_0001336	Myoclonus
Myoneural disorders	http://www.ebi.ac.uk/efo/EFO_1001902	neuromuscular disease
Myopia	http://purl.obolibrary.org/obo/HP_0000545	Myopia
Nasal polyps	http://purl.obolibrary.org/obo/HP_0100582	Nasal polyposis 
Nausea and vomiting	http://purl.obolibrary.org/obo/HP_0002017	Nausea and vomiting
Neck pain	http://purl.obolibrary.org/obo/HP_0030833	Neck pain
Need for Hormone replacement therapy (postmenopausal)	http://www.ebi.ac.uk/efo/EFO_0003961	hormone replacement therapy
Neoplasm of uncertain behavior	http://www.ebi.ac.uk/efo/EFO_0000616	neoplasm
Neoplasm of uncertain behavior of skin	http://www.ebi.ac.uk/efo/EFO_0004198	skin neoplasm
Neoplasm of unspecified nature of digestive system	http://www.ebi.ac.uk/efo/EFO_0008549	digestive system neoplasm
Nephritis and nephropathy in diseases classified elsewhere	http://www.ebi.ac.uk/efo/EFO_1002050	nephritis
Nephritis and nephropathy in diseases classified elsewhere	http://www.ebi.ac.uk/efo/EFO_0003086	kidney disease
Nephritis and nephropathy with pathological lesion	http://www.ebi.ac.uk/efo/EFO_1002050	nephritis
Nephritis and nephropathy with pathological lesion	http://www.ebi.ac.uk/efo/EFO_0003086	kidney disease
Nephritis and nephropathy without mention of glomerulonephritis	http://www.ebi.ac.uk/efo/EFO_1002050	nephritis
Nephritis and nephropathy without mention of glomerulonephritis	http://www.ebi.ac.uk/efo/EFO_0003086	kidney disease
Nephritis; nephrosis; renal sclerosis	http://www.ebi.ac.uk/efo/EFO_1002050	nephritis
Nephritis; nephrosis; renal sclerosis	http://purl.obolibrary.org/obo/MONDO_0002331	Nephrosis
Nephritis; nephrosis; renal sclerosis	http://www.ebi.ac.uk/efo/EFO_1000041	nephrosclerosis
Nephrotic syndrome without mention of glomerulonephritis	http://purl.obolibrary.org/obo/MONDO_0002331	nephrosis
Nerve plexus lesions	http://www.ebi.ac.uk/efo/EFO_0009559	nerve plexus disease
Nerve root and plexus disorders	http://www.ebi.ac.uk/efo/EFO_0000618	nervous system disease
Nerve root lesions	http://www.ebi.ac.uk/efo/EFO_0000618	nervous system disease
Nervous system congenital anomalies	http://purl.obolibrary.org/obo/MONDO_0002320	congenital nervous system disorder
Neuralgia, neuritis, and radiculitis NOS	http://www.ebi.ac.uk/efo/EFO_0009430	Neuralgia
Neuralgia, neuritis, and radiculitis NOS	http://purl.obolibrary.org/obo/MONDO_0002122	Neuritis
Neuralgia, neuritis, and radiculitis NOS	http://purl.obolibrary.org/obo/MONDO_0021765	radiculitis
Neurological disorders due to brain damage	http://purl.obolibrary.org/obo/MONDO_0043510	brain injury
Neurological disorders due to brain damage	http://www.ebi.ac.uk/efo/EFO_0000618	nervous system disease
Neutropenia	http://purl.obolibrary.org/obo/HP_0001875	Neutropenia
Nevus, non-neoplastic	http://www.ebi.ac.uk/efo/EFO_0000625	nevus
Nodular lymphoma	http://www.ebi.ac.uk/efo/EFO_0000574	lymphoma
Non-healing surgical wound	http://purl.obolibrary.org/obo/GO_0061045	negative regulation of wound healing
Non-Hodgkins lymphoma	http://www.ebi.ac.uk/efo/EFO_0005952	non-Hodgkins lymphoma
Nonallopathic lesions NEC	http://www.ebi.ac.uk/efo/EFO_0009676	musculoskeletal system disease
Noninfectious dermatoses of eyelid	http://www.ebi.ac.uk/efo/EFO_0000701	skin disease
Noninfectious disorders of lymphatic channels	http://www.ebi.ac.uk/efo/EFO_0007352	lymphatic system disease
Noninfectious gastroenteritis	http://www.ebi.ac.uk/efo/EFO_1001463	gastroenteritis
Noninflammatory disorders of cervix	http://purl.obolibrary.org/obo/MONDO_0002256	cervix disease
Noninflammatory disorders of ovary, fallopian tube, and broad ligament	http://www.ebi.ac.uk/efo/EFO_0005771	ovarian disease
Noninflammatory disorders of ovary, fallopian tube, and broad ligament	http://www.ebi.ac.uk/efo/EFO_0009548	fallopian tube disease
Noninflammatory disorders of ovary, fallopian tube, and broad ligament	http://purl.obolibrary.org/obo/MONDO_0045043	disease of uterine broad ligament
Noninflammatory disorders of vagina	http://purl.obolibrary.org/obo/MONDO_0001433	vaginal disease
Noninflammatory disorders of vulva and perineum	http://purl.obolibrary.org/obo/MONDO_0002187	vulvar disease
Noninflammatory disorders of vulva and perineum	NEW TERM REQUEST	Perineum disease
Noninflammatory female genital disorders	http://www.ebi.ac.uk/efo/EFO_0009549	female reproductive system disease
Nonrheumatic aortic valve disorders	http://www.ebi.ac.uk/efo/EFO_0009531	aortic valve disease
Nonrheumatic mitral valve disorders	http://www.ebi.ac.uk/efo/EFO_0009557	mitral valve disease 
Nonrheumatic pulmonary valve disorders	http://www.ebi.ac.uk/efo/EFO_0009564	pulmonary valve disease
Nonrheumatic tricuspid valve disorders	http://www.ebi.ac.uk/efo/EFO_0009568	tricuspid valve disease
Nonsenile Cataract	http://www.ebi.ac.uk/efo/EFO_0001059	cataract
Nonspecific abnormal findings on radiological and other examination of musculoskeletal system	http://www.ebi.ac.uk/efo/EFO_0009676	musculoskeletal system disease
Nonspecific abnormal findings on radiological and other examination of other intrathoracic organs (echocardiogram, etc)	http://purl.obolibrary.org/obo/MONDO_0000651	thoracic disease
Nonspecific findings on examination of blood	http://purl.obolibrary.org/obo/HP_0001871	Abnormality of blood and blood-forming tissues
Nontoxic multinodular goiter	http://purl.obolibrary.org/obo/MONDO_0000334	multinodular goiter 
Nontoxic nodular goiter	http://www.ebi.ac.uk/efo/EFO_1001062	nodular goiter
Nontoxic uninodular goiter	http://www.ebi.ac.uk/efo/EFO_1001062	nodular goiter
Obesity	http://www.ebi.ac.uk/efo/EFO_0001073	obesity
Obsessive-compulsive disorders	http://www.ebi.ac.uk/efo/EFO_0004242	obsessive-compulsive disorder
Obstruction of bile duct	http://purl.obolibrary.org/obo/HP_0005230	Biliary tract obstruction
Obstructive chronic bronchitis	http://www.ebi.ac.uk/efo/EFO_0006505	chronic bronchitis
Obstructive sleep apnea	http://www.ebi.ac.uk/efo/EFO_0003918	obstructive sleep apnea
Occlusion and stenosis of precerebral arteries	http://www.ebi.ac.uk/efo/EFO_0009677	occlusion precerebral artery
Occlusion and stenosis of precerebral arteries	http://purl.obolibrary.org/obo/HP_0100545	Arterial stenosis
Occlusion of cerebral arteries	http://purl.obolibrary.org/obo/MONDO_0000944 	cerebral artery occlusion
Occlusion of cerebral arteries, with cerebral infarction	http://purl.obolibrary.org/obo/MONDO_0002679	cerebral infarction
Occlusion of cerebral arteries, with cerebral infarction	http://purl.obolibrary.org/obo/MONDO_0000944	cerebral artery occlusion
Oliguria and anuria	http://purl.obolibrary.org/obo/HP_0011037	Decreased urine output
Oliguria and anuria	http://www.ebi.ac.uk/efo/EFO_0009530	anuria
Open wound of ear	http://www.ebi.ac.uk/efo/EFO_0005756	skin wound
Open wound of finger(s)	http://www.ebi.ac.uk/efo/EFO_0005756	skin wound
Open wound of foot except toe(s) alone	http://www.ebi.ac.uk/efo/EFO_0005756	skin wound
Open wound of hand except finger(s)	http://www.ebi.ac.uk/efo/EFO_0005756	skin wound
Open wound of lip and mouth	http://www.ebi.ac.uk/efo/EFO_0005756	skin wound
Open wound of nose and sinus	http://www.ebi.ac.uk/efo/EFO_0005756	skin wound
Open wound of toe(s)	http://www.ebi.ac.uk/efo/EFO_0005756	skin wound
Open wound or laceration of eye or eyelid	http://www.ebi.ac.uk/efo/EFO_0005756	skin wound
Open wounds of extremities	http://www.ebi.ac.uk/efo/EFO_0005756	skin wound
Open wounds of head; neck; and trunk	http://www.ebi.ac.uk/efo/EFO_0005756	skin wound
Open-angle glaucoma	http://www.ebi.ac.uk/efo/EFO_0004190	open-angle glaucoma
Opiates and related narcotics causing adverse effects in therapeutic use	http://www.ebi.ac.uk/efo/EFO_0009658	adverse effect
Optic atrophy	http://purl.obolibrary.org/obo/MONDO_0003608	optic atrophy
Optic neuritis/neuropathy	http://www.orpha.net/ORDO/Orphanet_98671	Optic neuropathy
Optic neuritis/neuropathy	http://www.ebi.ac.uk/efo/EFO_0007405	optic neuritis
Oral aphthae	http://www.ebi.ac.uk/efo/EFO_0003938	aphthous ulcer
Orchitis and epididymitis	http://www.ebi.ac.uk/efo/EFO_1001078	orchitis
Orchitis and epididymitis	http://purl.obolibrary.org/obo/HP_0000031	Epididymitis
Orthostatic hypotension	http://www.ebi.ac.uk/efo/EFO_0005252	orthostatic hypotension
Osteitis deformans [Paget's disease of bone]	http://www.ebi.ac.uk/efo/EFO_0004261	osteitis deformans
Osteitis deformans and osteopathies associated with other disorders classified elsewhere	http://www.ebi.ac.uk/efo/EFO_0004261	osteitis deformans
Osteitis deformans and osteopathies associated with other disorders classified elsewhere	http://www.ebi.ac.uk/efo/EFO_0004260	bone disease
Osteoarthritis; localized	http://www.ebi.ac.uk/efo/EFO_0002506	osteoarthritis
Osteoarthrosis	http://www.ebi.ac.uk/efo/EFO_0002506	osteoarthritis
Osteoarthrosis involving more than one site, but not specified as generalized	http://www.ebi.ac.uk/efo/EFO_0002506	osteoarthritis
Osteoarthrosis NOS	http://www.ebi.ac.uk/efo/EFO_0002506	osteoarthritis
Osteoarthrosis, generalized	http://www.ebi.ac.uk/efo/EFO_0002506	osteoarthritis
Osteoarthrosis, localized, primary	http://www.ebi.ac.uk/efo/EFO_0002506	osteoarthritis
Osteoarthrosis, localized, secondary	http://www.ebi.ac.uk/efo/EFO_0002506	osteoarthritis
Osteochondropathies	http://www.ebi.ac.uk/efo/EFO_0005802	cartilage disease
Osteochondropathies	http://www.ebi.ac.uk/efo/EFO_0004260	bone disease
Osteomyelitis	http://www.ebi.ac.uk/efo/EFO_0003102	osteomyelitis
Osteomyelitis, periostitis, and other infections involving bone	http://www.ebi.ac.uk/efo/EFO_0003102	osteomyelitis
Osteomyelitis, periostitis, and other infections involving bone	http://purl.obolibrary.org/obo/HP_0040165	Periostitis
Osteopenia	http://purl.obolibrary.org/obo/HP_0000938	osteopenia
Osteoporosis	http://www.ebi.ac.uk/efo/EFO_0003882	osteoporosis
Osteoporosis, NOS or other	http://www.ebi.ac.uk/efo/EFO_0003882	osteoporosis
Osteoporosis, osteopenia and pathological fracture	http://www.ebi.ac.uk/efo/EFO_0003882	osteoporosis
Osteoporosis, osteopenia and pathological fracture	http://purl.obolibrary.org/obo/HP_0000938	osteopenia
Osteoporosis, osteopenia and pathological fracture	http://www.ebi.ac.uk/efo/EFO_0003931	bone fracture
Otalgia	http://purl.obolibrary.org/obo/HP_0030766	Ear pain
Other abnormal blood chemistry	http://purl.obolibrary.org/obo/HP_0001871	Abnormality of blood and blood-forming tissues
Other abnormal findings on radiological examination of breast	http://www.ebi.ac.uk/efo/EFO_0009483	breast disease
Other abnormal glucose	http://purl.obolibrary.org/obo/HP_0011014	Abnormal glucose homeostasis
Other abnormality of urination	http://purl.obolibrary.org/obo/HP_0000079	Abnormality of the urinary system
Other acquired deformities of ankle and foot	http://purl.obolibrary.org/obo/HP_0001760	abnormality of the foot 
Other acquired deformities of limbs	http://purl.obolibrary.org/obo/HP_0040064	Abnormality of limbs
Other acquired musculoskeletal deformity	http://www.ebi.ac.uk/efo/EFO_0009676	musculoskeletal system disease
Other acute and subacute forms of ischemic heart disease	http://www.ebi.ac.uk/efo/EFO_1001375	Myocardial Ischemia
Other alveolar and parietoalveolar pneumonopathy	http://www.ebi.ac.uk/efo/EFO_0000684	respiratory system disease
Other and nonspecific abnormal cytological, histological and immunological findings	NEW TERM REQUEST	cytological, histological and immunological findings
Other and unspecified congenital anomalies	http://purl.obolibrary.org/obo/MONDO_0000839	congenital abnormality 
Other and unspecified disc disorder	http://www.ebi.ac.uk/efo/EFO_0009477	vertebral joint disease
Other and unspecified disorders of back	http://purl.obolibrary.org/obo/MONDO_0000651	thoracic disease
Other and unspecified disorders of the nervous system	http://www.ebi.ac.uk/efo/EFO_0000618	nervous system disease
Other anemias	http://purl.obolibrary.org/obo/MONDO_0002280	anemia (disease)
Other aneurysm	http://www.ebi.ac.uk/efo/EFO_0009659	aneurysm
Other arthropathies	http://www.ebi.ac.uk/efo/EFO_1000999	joint disease
Other benign neoplasm of connective and other soft tissue	http://purl.obolibrary.org/obo/MONDO_0000654	benign connective and soft tissue neoplasm 
Other benign neoplasm of uterus	http://purl.obolibrary.org/obo/MONDO_0000632	uterine benign neoplasm
Other biliary tract disease	http://www.ebi.ac.uk/efo/EFO_0009534	biliary tract disease
Other cardiac conduction disorders	http://purl.obolibrary.org/obo/MONDO_0000992	heart conduction disease
Other cells and casts in urine	http://purl.obolibrary.org/obo/HP_0003110 	Abnormality of urine homeostasis
Other cerebral degenerations	http://purl.obolibrary.org/obo/HP_0007313	cerebral degeneration
Other chronic ischemic heart disease, unspecified	http://www.ebi.ac.uk/efo/EFO_1001375	Myocardial Ischemia
Other chronic nonalcoholic liver disease	http://www.ebi.ac.uk/efo/EFO_0003095	non-alcoholic fatty liver disease
Other CNS infection and poliomyelitis	http://www.ebi.ac.uk/efo/EFO_1001456	central nervous system infection
Other CNS infection and poliomyelitis	http://www.ebi.ac.uk/efo/EFO_0007450	poliomyelitis
Other conditions of brain	http://www.ebi.ac.uk/efo/EFO_0005774	brain disease
Other conditions of brain, NOS	http://www.ebi.ac.uk/efo/EFO_0005774	brain disease
Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium	http://www.ebi.ac.uk/efo/EFO_0009682	pregnancy disorder
Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium	http://www.ebi.ac.uk/efo/EFO_0009518	complication
Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium	http://www.ebi.ac.uk/efo/EFO_0009683	puerperal disorder
Other congenital anomalies of lower limb, including pelvic girdle	http://purl.obolibrary.org/obo/MONDO_0000839	congenital abnormality
Other congenital musculoskeletal anomalies	http://purl.obolibrary.org/obo/MONDO_0000839	congenital abnormality
Other deficiency anemia	http://purl.obolibrary.org/obo/MONDO_0001639	deficiency anemia
Other derangement of joint	http://www.ebi.ac.uk/efo/EFO_1000999	joint disease
Other diseases of blood and blood-forming organs	http://www.ebi.ac.uk/efo/EFO_0005803	hematologic disease
Other diseases of lung	http://www.ebi.ac.uk/efo/EFO_0003818	lung disease
Other diseases of respiratory system, NEC	http://www.ebi.ac.uk/efo/EFO_0000684	respiratory system disease
Other diseases of respiratory system, not elsewhere classified	http://www.ebi.ac.uk/efo/EFO_0000684	respiratory system disease
Other diseases of the teeth and supporting structures	http://www.ebi.ac.uk/efo/EFO_1001216	tooth disease
Other diseases of the teeth and supporting structures	NEW TERM REQUEST	tooth-supporting structures disease
Other disorders of adrenal glands	http://www.ebi.ac.uk/efo/EFO_0005539	adrenal gland disease
Other disorders of arteries and arterioles	http://purl.obolibrary.org/obo/MONDO_0000473	arterial disorder
Other disorders of biliary tract	http://www.ebi.ac.uk/efo/EFO_0009534	biliary tract disease
Other disorders of bladder	http://www.ebi.ac.uk/efo/EFO_1000018	bladder disease
Other disorders of bone and cartilage	http://www.ebi.ac.uk/efo/EFO_0004260	bone disease
Other disorders of bone and cartilage	http://www.ebi.ac.uk/efo/EFO_0005802	cartilage disease
Other disorders of cervical region	http://purl.obolibrary.org/obo/MONDO_0002256	cervix disease 
Other disorders of circulatory system	http://www.ebi.ac.uk/efo/EFO_0000319	cardiovascular disease
Other disorders of ear	http://purl.obolibrary.org/obo/MONDO_0021205	disease of ear
Other disorders of eye	http://www.ebi.ac.uk/efo/EFO_0003966	eye disease
Other disorders of eyelids	http://www.ebi.ac.uk/efo/EFO_0009547	eyelid disease
Other disorders of gallbladder	http://www.ebi.ac.uk/efo/EFO_0003832	gallbladder disease
Other disorders of intestine	http://www.ebi.ac.uk/efo/EFO_0009431	intestinal disease 
Other disorders of lipoid metabolism	http://www.orpha.net/ORDO/Orphanet_309005	Disorder of lipid metabolism
Other disorders of liver	http://www.ebi.ac.uk/efo/EFO_0001421	liver disease
Other disorders of male genital organs	http://www.ebi.ac.uk/efo/EFO_0009555	male reproductive system disease 
Other disorders of metabolic, endocrine, immunity disorders	http://www.ebi.ac.uk/efo/EFO_0000589	metabolic disease
Other disorders of metabolic, endocrine, immunity disorders	http://www.ebi.ac.uk/efo/EFO_0001379	endocrine system disease
Other disorders of metabolic, endocrine, immunity disorders	http://www.ebi.ac.uk/efo/EFO_0000540	immune system disease
Other disorders of metabolism	http://www.ebi.ac.uk/efo/EFO_0000589	metabolic disease
Other disorders of middle ear and mastoid	http://purl.obolibrary.org/obo/MONDO_0003276	middle ear disease
Other disorders of middle ear and mastoid	http://purl.obolibrary.org/obo/HP_0000264	Abnormality of the mastoid
Other disorders of pancreatic internal secretion	http://www.ebi.ac.uk/efo/EFO_0009605	pancreas disease
Other disorders of peritoneum	http://www.ebi.ac.uk/efo/EFO_0009541	disease of peritoneum 
Other disorders of prostate	http://www.ebi.ac.uk/efo/EFO_0009602	prostate disease
Other disorders of soft tissues	http://www.ebi.ac.uk/efo/EFO_0009470	soft tissue disease
Other disorders of stomach and duodenum	http://www.ebi.ac.uk/efo/EFO_0009608	stomach disease
Other disorders of stomach and duodenum	http://purl.obolibrary.org/obo/MONDO_0002866	duodenal disease
Other disorders of synovium, tendon, and bursa	http://purl.obolibrary.org/obo/MONDO_0056799	synovium disease
Other disorders of synovium, tendon, and bursa	http://www.ebi.ac.uk/efo/EFO_1001434	Tendinopathy
Other disorders of synovium, tendon, and bursa	http://purl.obolibrary.org/obo/MONDO_0056802	synovial bursa disease
Other disorders of testis	http://www.ebi.ac.uk/efo/EFO_0009601	testicular disease
Other disorders of the kidney and ureters	http://www.ebi.ac.uk/efo/EFO_0003086	kidney disease
Other disorders of the kidney and ureters	http://purl.obolibrary.org/obo/MONDO_0001926	ureteral disease
Other disorders of thyroid	http://www.ebi.ac.uk/efo/EFO_1000627	thyroid disease
Other disorders of tympanic membrane	http://www.ebi.ac.uk/efo/EFO_0009570	tympanic membrane disease
Other disorders of urethra and urinary tract	http://www.ebi.ac.uk/efo/EFO_0009689	urethral disease
Other disorders of urethra and urinary tract	http://www.ebi.ac.uk/efo/EFO_0009690	urinary system disease
Other dyschromia	http://www.ebi.ac.uk/efo/EFO_1000755	pigmentation disease
Other endocrine disorders	http://www.ebi.ac.uk/efo/EFO_0001379	endocrine system disease 
Other forms of chronic heart disease	http://www.ebi.ac.uk/efo/EFO_0003777	heart disease
Other headache syndromes	http://www.ebi.ac.uk/efo/EFO_0009550	headache disorder 
Other hemoglobinopathies	http://www.orpha.net/ORDO/Orphanet_68364	Hemoglobinopathy
Other hereditary hemolytic anemias	http://purl.obolibrary.org/obo/HP_0004804	Congenital hemolytic anemia
Other hypertensive complications	http://www.ebi.ac.uk/efo/EFO_0009518	complication
Other hypertrophic and atrophic conditions of skin	http://www.ebi.ac.uk/efo/EFO_1000766	skin atrophy
Other hypertrophic and atrophic conditions of skin	http://www.ebi.ac.uk/efo/EFO_0000701	skin disease
Other immunological findings	http://purl.obolibrary.org/obo/HP_0002715	abnormality of the immune system
Other infectious and parasitic diseases	http://www.ebi.ac.uk/efo/EFO_0005741	infectious disease
Other infectious and parasitic diseases	http://www.ebi.ac.uk/efo/EFO_0001067	parasitic infection
Other inflammatory spondylopathies	 http://purl.obolibrary.org/obo/MONDO_0001434 	inflammatory spondylopathy
Other intestinal obstruction	http://purl.obolibrary.org/obo/MONDO_0004565	intestinal obstruction
Other local infections of skin and subcutaneous tissue	http://purl.obolibrary.org/obo/MONDO_0021201	skin infection
Other local infections of skin and subcutaneous tissue	NEW TERM REQUEST	subcutaneous tissue infection
Other non-epithelial cancer of skin, dx or hx	http://purl.obolibrary.org/obo/MONDO_0002898	skin cancer
Other nonmalignant breast conditions	http://www.ebi.ac.uk/efo/EFO_0009483	breast disease
Other nonspecific findings on examination of urine	http://purl.obolibrary.org/obo/HP_0012614	Abnormal urine cytology
Other open wound of head and face	http://www.ebi.ac.uk/efo/EFO_0005756	skin wound
Other paralytic syndromes	http://purl.obolibrary.org/obo/HP_0003470	paralysis
Other peripheral nerve disorders	http://www.ebi.ac.uk/efo/EFO_0009387	peripheral nervous system disease
Other persistent mental disorders due to conditions classified elsewhere	http://www.ebi.ac.uk/efo/EFO_0000677	mental or behavioural disorder
Other pulmonary inflamation or edema	http://www.ebi.ac.uk/efo/EFO_1001134	pulmonary edema
Other pulmonary inflamation or edema	http://www.ebi.ac.uk/efo/EFO_1001991	pneumonitis
Other retinal disorders	http://www.ebi.ac.uk/efo/EFO_0003839	retinopathy
Other signs and symptoms in breast	http://www.ebi.ac.uk/efo/EFO_0009483	breast disease
Other specified cardiac dysrhythmias	http://www.ebi.ac.uk/efo/EFO_0004269	cardiac arrhythmia
Other specified diseases of hair and hair follicles	http://purl.obolibrary.org/obo/MONDO_0002917	disease of pilosebaceous unit
Other specified diseases of nail	http://purl.obolibrary.org/obo/MONDO_0002884	nail disease
Other specified diseases of sebaceous glands	http://www.ebi.ac.uk/efo/EFO_1000763	sebaceous gland disease
Other specified diseases of the salivary glands	http://www.ebi.ac.uk/efo/EFO_0008581	salivary gland disease
Other specified disorders of breast	http://www.ebi.ac.uk/efo/EFO_0009483	breast disease
Other specified disorders of liver	http://www.ebi.ac.uk/efo/EFO_0001421	liver disease
Other specified disorders of pancreatic internal secretion	http://www.ebi.ac.uk/efo/EFO_0009605	pancreas disease
Other specified disorders of plasma protein metabolism	http://purl.obolibrary.org/obo/MONDO_0002273	plasma protein metabolism disease
Other specified erythematous conditions	http://purl.obolibrary.org/obo/HP_0010783	Erythema
Other specified gastritis	http://www.ebi.ac.uk/efo/EFO_0000217	Gastritis
Other specified intestinal malabsorption	http://purl.obolibrary.org/obo/HP_0002024	Malabsorption
Other specified nonpsychotic and/or transient mental disorders	http://www.ebi.ac.uk/efo/EFO_0000677	mental or behavioural disorder
Other specified osteoporosis	http://www.ebi.ac.uk/efo/EFO_0003882	osteoporosis
Other specified peripheral vascular diseases	http://www.ebi.ac.uk/efo/EFO_0003875	peripheral vascular disease
Other sprains and strains	http://www.ebi.ac.uk/efo/EFO_0009582	sprain
Other sprains and strains	NEW TERM REQUEST	Muscle strain
Other symptoms involving abdomen and pelvis	http://purl.obolibrary.org/obo/MONDO_0044965	abdominal and pelvic region disorder 
Other symptoms involving urinary system	http://www.ebi.ac.uk/efo/EFO_0009690	urinary system disease
